song_id,song_title,artist_name,view_count,youtube_url,upload_date,crawl_date
Sv2mIvMwrSY,Dreamy Orchards,Jaerium,16,https://www.youtube.com/watch?v=Sv2mIvMwrSY,2025.03.31,2025-07-03 22:21:34
Sv2mIvMwrSY,Dreamy Orchards,Jaerium,15,https://www.youtube.com/watch?v=Sv2mIvMwrSY,2025.03.31,2025-07-03 15:19:26
Sv2mIvMwrSY,Dreamy Orchards,Jaerium,16,https://www.youtube.com/watch?v=Sv2mIvMwrSY,2025.03.31,2025-07-03 14:48:38
