song_id,song_title,artist_name,view_count,youtube_url,upload_date,crawl_date
u8mH-WHQdb0,"[M/V] O3ohn X Car, the garden - BIG BIRD",오존 & 카더가든,218549,https://www.youtube.com/watch?v=u8mH-WHQdb0&list=RDu8mH-WHQdb0&start_radio=1,2025.06.15,2025-07-04 11:50:04
u8mH-WHQdb0,"[M/V] O3ohn X Car, the garden - BIG BIRD",오존 & 카더가든,218459,https://www.youtube.com/watch?v=u8mH-WHQdb0&list=RDu8mH-WHQdb0&start_radio=1,2025.06.15,2025-07-04 11:30:33
u8mH-WHQdb0,"[M/V] O3ohn X Car, the garden - BIG BIRD",오존 & 카더가든,218361,https://www.youtube.com/watch?v=u8mH-WHQdb0&list=RDu8mH-WHQdb0&start_radio=1,2025.06.15,2025-07-04 11:03:01
u8mH-WHQdb0,"[M/V] O3ohn X Car, the garden - BIG BIRD",오존 & 카더가든,216729,https://www.youtube.com/watch?v=u8mH-WHQdb0&list=RDu8mH-WHQdb0&start_radio=1,2025.06.15,2025-07-04 00:57:09
u8mH-WHQdb0,"[M/V] O3ohn X Car, the garden - BIG BIRD","O3ohn X Car, the garden",216669,https://www.youtube.com/watch?v=u8mH-WHQdb0&list=RDu8mH-WHQdb0&start_radio=1,2025.06.15,2025-07-04 00:50:04
