song_id,song_title,artist_name,view_count,youtube_url,upload_date,crawl_date
-VQx4dePV5I,Warm Breeze Serenade,Jaerium,8,https://www.youtube.com/watch?v=-VQx4dePV5I,2025.04.01,2025-07-03 22:21:47
-VQx4dePV5I,Warm Breeze Serenade,Jaerium,8,https://www.youtube.com/watch?v=-VQx4dePV5I,2025.04.01,2025-07-03 15:19:40
-VQx4dePV5I,Warm Breeze Serenade,Jaerium,7,https://www.youtube.com/watch?v=-VQx4dePV5I,2025.04.01,2025-07-03 14:48:52
