song_id,song_title,artist_name,total_person_count,view_count,crawl_date,views
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-10 20:06:56,13842188.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-10 18:44:44,13841743.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-10 18:25:21,13841600.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-10 17:47:36,13841319.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-10 10:32:41,13838880.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 18:23:13,13835217.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 18:20:13,13835188.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:42:10,13834886.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:40:27,13834872.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:36:09,13834844.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:32:04,13834820.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:31:16,13834812.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:21:53,13834743.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:08:46,13834667.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:03:50,13834639.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:01:00,13834618.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 16:54:06,13834571.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 16:47:36,13834533.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 16:27:29,13834414.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 16:07:33,13834296.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 15:49:03,13834178.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 15:41:18,13834134.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 15:37:43,13834113.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 15:35:48,13834102.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 15:30:16,13834056.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 14:53:05,13833871.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 14:14:26,13833644.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 12:24:04,13833107.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 12:20:04,13833081.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 12:15:56,13833058.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 11:56:57,13832969.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 11:43:42,13832905.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 11:40:40,13832891.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 11:30:29,13832837.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 11:25:48,13832807.0
