song_id,song_title,artist_name,total_person_count,view_count,crawl_date
genie_제이리움_softness_in_the_snow,Softness in the Snow,제이리움,1,1,2025-07-04 00:46:38
genie_제이리움_softness_in_the_snow,Softness in the Snow,제이리움,0,0,2025-07-04 00:41:28
