song_id,song_title,artist_name,total_person_count,view_count,crawl_date
genie_제이리움_the_frost_of_dreams,The Frost of Dreams,제이리움,1,2,2025-07-04 00:46:43
genie_제이리움_the_frost_of_dreams,The Frost of Dreams,제이리움,0,0,2025-07-04 00:41:33
