song_id,song_title,artist_name,total_person_count,view_count,crawl_date
genie_제이리움_soft_breezes_in_winter,Soft Breezes in Winter,제이리움,7,1347,2025-07-04 00:46:23
genie_제이리움_soft_breezes_in_winter,Soft Breezes in Winter,제이리움,0,0,2025-07-04 00:41:13
