song_id,song_title,artist_name,total_person_count,view_count,crawl_date
genie_제이리움_sparkles_of_the_night,Sparkles of the Night,제이리움,5,2447,2025-07-04 00:46:18
genie_제이리움_sparkles_of_the_night,Sparkles of the Night,제이리움,0,0,2025-07-04 00:41:08
