song_id,song_title,artist_name,views,crawl_date
ytmusic_실리카겔_no_pain_(inst.),NO PAIN (Inst.),실리카겔,150000,2025-07-08 18:09:22
ytmusic_실리카겔_no_pain_(inst.),NO PAIN (Inst.),실리카겔,150000,2025-07-08 18:02:35
