song_id,song_title,artist_name,view_count,crawl_date
ytmusic_jaerium_beneath_the_frozen_sky,Beneath the Frozen Sky,Jaerium,11,2025-07-03 23:00:00
ytmusic_jaerium_beneath_the_frozen_sky,Beneath the Frozen Sky,Jaerium,11,2025-07-03 22:20:36
