song_id,song_title,artist_name,view_count,crawl_date,views
ytmusic_우효_민들레_(full_ver.),민들레 (full ver.),우효,,2025-07-10 17:43:22,
ytmusic_우효_민들레_(full_ver.),민들레 (full ver.),우효,,2025-07-09 16:56:34,
ytmusic_우효_민들레_(full_ver.),민들레 (full ver.),우효,,2025-07-08 18:09:37,51920000.0
ytmusic_우효_민들레_(full_ver.),민들레 (full ver.),우효,,2025-07-08 18:02:53,51920000.0
ytmusic_우효_민들레_(full_ver.),민들레 (full ver.),우효,51760000.0,2025-07-04 11:49:28,
ytmusic_우효_민들레_(full_ver.),민들레 (full ver.),우효,51760000.0,2025-07-04 11:29:58,
ytmusic_우효_민들레_(full_ver.),민들레 (full ver.),우효,51760000.0,2025-07-04 11:14:29,
ytmusic_우효_민들레_(full_ver.),민들레 (full ver.),우효,51760000.0,2025-07-04 11:02:27,
