song_id,song_title,artist_name,view_count,crawl_date
ytmusic_너드커넥션_(nerd_connection)_좋은_밤_좋은_꿈,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),43310000,2025-07-04 11:49:35
ytmusic_너드커넥션_(nerd_connection)_좋은_밤_좋은_꿈,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),43310000,2025-07-04 11:30:05
ytmusic_너드커넥션_(nerd_connection)_좋은_밤_좋은_꿈,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),43310000,2025-07-04 11:14:36
ytmusic_너드커넥션_(nerd_connection)_좋은_밤_좋은_꿈,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),43310000,2025-07-04 11:02:34
