song_id,song_title,artist_name,view_count,crawl_date
ytmusic_jaerium_the_frost_of_dreams,The Frost of Dreams,Jaerium,25,2025-07-03 22:59:52
ytmusic_jaerium_the_frost_of_dreams,The Frost of Dreams,Jaerium,25,2025-07-03 22:31:55
ytmusic_jaerium_the_frost_of_dreams,The Frost of Dreams,Jaerium,25,2025-07-03 22:20:29
